WaterYear,Date,Survey,Station,Time,Species,LFS Catch,Region
2025,2/25/2025,5,344,12:12,Longfin Smelt,289,Napa River
2025,2/25/2025,5,345,12:55,Longfin Smelt,452,Napa River
2025,2/25/2025,5,346,13:15,Longfin Smelt,277,Napa River
2025,2/25/2025,5,347,13:34,Longfin Smelt,3,Napa River
2025,2/25/2025,5,348,13:54,No LFS Catch,0,Napa River
2025,2/25/2025,5,349,14:13,No LFS Catch,0,Napa River
2025,2/25/2025,5,404,10:14,Longfin Smelt,202,Suisun Bay and West
2025,2/25/2025,5,405,9:54,Longfin Smelt,211,Suisun Bay and West
2025,2/25/2025,5,520,13:16,Longfin Smelt,7,Confluence
2025,2/25/2025,5,703,12:09,Longfin Smelt,2,Sacramento River System
2025,2/25/2025,5,704,11:49,Longfin Smelt,9,Sacramento River System
2025,2/25/2025,5,705,8:34,No LFS Catch,0,Sacramento River System
2025,2/25/2025,5,706,11:31,Longfin Smelt,2,Sacramento River System
2025,2/25/2025,5,707,8:50,Longfin Smelt,3,Sacramento River System
2025,2/25/2025,5,711,9:16,No LFS Catch,0,Sacramento River System
2025,2/25/2025,5,716,9:44,No LFS Catch,0,Sacramento River System
2025,2/25/2025,5,723,10:02,No LFS Catch,0,Sacramento River System
2025,2/25/2025,5,801,12:55,Longfin Smelt,13,Confluence
2025,2/25/2025,5,804,12:32,Longfin Smelt,1,Confluence
2025,2/26/2025,5,411,10:47,Longfin Smelt,211,Suisun Bay and West
2025,2/26/2025,5,418,10:25,Longfin Smelt,42,Suisun Bay and West
2025,2/26/2025,5,501,11:12,Longfin Smelt,21,Suisun Bay and West
2025,2/26/2025,5,504,11:57,Longfin Smelt,19,Suisun Bay and West
2025,2/26/2025,5,508,12:23,Longfin Smelt,18,Confluence
2025,2/26/2025,5,513,7:54,Longfin Smelt,6,Confluence
2025,2/26/2025,5,519,11:37,Longfin Smelt,5,Suisun Bay and West
2025,2/26/2025,5,602,10:00,Longfin Smelt,15,Suisun Bay and West
2025,2/26/2025,5,606,9:31,Longfin Smelt,1,Suisun Bay and West
2025,2/26/2025,5,609,9:02,Longfin Smelt,2,Suisun Bay and West
2025,2/26/2025,5,610,8:29,Longfin Smelt,14,Suisun Bay and West
2025,3/10/2025,6,306,10:52,No LFS Catch,0,San Pablo Bay
2025,3/10/2025,6,308,10:33,No LFS Catch,0,San Pablo Bay
2025,3/10/2025,6,311,11:13,No LFS Catch,0,San Pablo Bay
2025,3/10/2025,6,315,10:15,No LFS Catch,0,San Pablo Bay
2025,3/10/2025,6,322,11:30,Longfin Smelt,1,San Pablo Bay
2025,3/10/2025,6,323,12:07,No LFS Catch,0,San Pablo Bay
2025,3/10/2025,6,327,9:58,Longfin Smelt,1,San Pablo Bay
2025,3/10/2025,6,328,9:41,Longfin Smelt,1,San Pablo Bay
2025,3/10/2025,6,329,9:06,Longfin Smelt,22,San Pablo Bay
2025,3/10/2025,6,330,11:47,No LFS Catch,0,San Pablo Bay
2025,3/10/2025,6,335,9:24,Longfin Smelt,5,San Pablo Bay
2025,3/10/2025,6,336,8:48,Longfin Smelt,39,San Pablo Bay
2025,3/10/2025,6,404,13:20,Longfin Smelt,21,Suisun Bay and West
2025,3/10/2025,6,405,12:59,Longfin Smelt,90,Suisun Bay and West
2025,3/10/2025,6,809,8:22,Longfin Smelt,5,Central & South Delta
2025,3/10/2025,6,812,8:49,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,815,9:14,Longfin Smelt,1,Central & South Delta
2025,3/10/2025,6,901,9:41,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,902,10:12,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,906,14:37,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,910,14:12,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,912,13:44,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,914,12:32,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,915,12:05,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,918,11:08,No LFS Catch,0,Central & South Delta
2025,3/10/2025,6,919,15:13,No LFS Catch,0,Central & South Delta
2025,3/11/2025,6,338,8:57,Longfin Smelt,7,San Pablo Bay
2025,3/11/2025,6,340,9:19,Longfin Smelt,9,Napa River
2025,3/11/2025,6,342,9:48,Longfin Smelt,7,Napa River
2025,3/11/2025,6,343,10:10,Longfin Smelt,30,Napa River
2025,3/11/2025,6,344,10:43,Longfin Smelt,316,Napa River
2025,3/11/2025,6,345,11:04,Longfin Smelt,1024,Napa River
2025,3/11/2025,6,346,11:46,Longfin Smelt,1908,Napa River
2025,3/11/2025,6,347,12:05,Longfin Smelt,297,Napa River
2025,3/11/2025,6,348,12:28,Longfin Smelt,32,Napa River
2025,3/11/2025,6,349,12:51,Longfin Smelt,2,Napa River
2025,3/11/2025,6,401,8:37,Longfin Smelt,36,Suisun Bay and West
2025,3/11/2025,6,513,14:00,Longfin Smelt,19,Confluence
2025,3/11/2025,6,520,12:35,Longfin Smelt,16,Confluence
2025,3/11/2025,6,703,11:41,Longfin Smelt,3,Sacramento River System
2025,3/11/2025,6,704,11:21,Longfin Smelt,7,Sacramento River System
2025,3/11/2025,6,705,8:23,No LFS Catch,0,Sacramento River System
2025,3/11/2025,6,706,11:01,Longfin Smelt,5,Sacramento River System
2025,3/11/2025,6,707,8:42,No LFS Catch,0,Sacramento River System
2025,3/11/2025,6,711,9:16,No LFS Catch,0,Sacramento River System
2025,3/11/2025,6,716,9:43,Longfin Smelt,2,Sacramento River System
2025,3/11/2025,6,723,10:01,Longfin Smelt,1,Sacramento River System
2025,3/11/2025,6,804,12:09,Longfin Smelt,7,Confluence
2025,3/12/2025,6,411,9:47,Longfin Smelt,441,Suisun Bay and West
2025,3/12/2025,6,418,10:08,Longfin Smelt,190,Suisun Bay and West
2025,3/12/2025,6,501,9:25,Longfin Smelt,140,Suisun Bay and West
2025,3/12/2025,6,504,9:03,Longfin Smelt,528,Suisun Bay and West
2025,3/12/2025,6,508,8:22,No LFS Catch,0,Confluence
2025,3/12/2025,6,519,8:43,Longfin Smelt,36,Suisun Bay and West
2025,3/12/2025,6,602,10:31,Longfin Smelt,300,Suisun Bay and West
2025,3/13/2025,6,606,9:03,Longfin Smelt,2,Suisun Bay and West
2025,3/13/2025,6,609,9:35,No LFS Catch,0,Suisun Bay and West
2025,3/13/2025,6,610,10:04,Longfin Smelt,5,Suisun Bay and West
2025,3/13/2025,6,801,10:39,Longfin Smelt,10,Confluence
